=0	=0	=0	=0	=0
16	1	.	mea-	5
8	0	.	-ner	6
16	.	.	.	4
=16	=16	=16	=16	=16
16	.	.	.	1
16	0	3	but	6
8	1	.	I	5
8	1	.	rhyme	6
16	1	.	with	4
16	0	.	the	6
8	1	.	sound	5
8	1	.	that's	6
8	1	.	clea-	3
8	0	.	-ner	6
=17	=17	=17	=17	=17
16	.	.	.	1
16	0	3	I	6
8	1	.	ain't	5
16	1	.	nu-	6
8	0	.	-thin'	4
8	.	.	.	6
16	0	3	that's	5
8	1	.	what	6
8	1	.	they	3
8	1	.	say	6
=18	=18	=18	=18	=18
16	.	.	.	1
16	0	3	well	6
8	1	.	O-	5
8	1	.	-K	6
16	1	1	if	4
16	0	.	they	6
16	1	.	wa-	5
16	0	.	-nna	6
8	1	.	play	3
8	1	.	that	6
8	1	.	way	5
=19	=19	=19	=19	=19
16	.	.	.	1
16	0	4	cuz	6
8	1	.	I'm	5
4	1	.	Rob	6
8	1	1	butt	4
16	1	.	ki-	6
16	0	.	-ckin'	5
8.	1	.	Base	6
16	.	.	.	3
=20	=20	=20	=20	=20
8	.	.	.	1
8	1	3	what	6
16	1	.	ra-	5
16	0	.	-pper	6
16	0	.	is	4
8	1	.	next	6
16	0	1	to	5
16	1	.	be	6
16	0	.	e-	3
8.	1	.	-rased	6
16	.	.	.	5
=21	=21	=21	=21	=21
16	.	.	.	1
8	1	3	on	6
16	0	.	my	5
16	1	.	list	6
16	0	3	I'm	4
8	1	.	not	6
8	1	.	known	5
16	0	.	to	6
8	1	.	diss	3
16	0	3	but	6
8	1	.	I'll	5
=22	=22	=22	=22	=22
8	1	.	do	1
16	0	.	it	6
8	.	.	.	5
16	0	3	so	6
8	1	.	don't	4
16	1	.	sleep	6
8	0	.	on	5
8	1	.	this	6
16	0	0	c'-	3
8	1	.	-mon	6
=1	=1	=1	=1	=1
16	1	4	hit	1
16	0	.	it	6
16	0	.	ad-	5
16	1	.	-mit	6
16	0	.	it	4
16	0	3	ya	6
16	1	.	did	5
8	0	.	it	6
16	0	3	ya	3
8	1	.	can't	6
16	1	.	fit	5
16	0	.	it	6
8	.	.	.	4
=2	=2	=2	=2	=2
16	.	.	.	1
8	1	3	so	6
16	0	.	for-	5
16	1	.	-get	6
16	0	.	it	4
16	1	3	cuz	6
16	0	.	I	5
16	1	.	know	6
16	0	.	you	3
8	1	.	ain't	6
16	1	.	wit'	5
16	0	.	it	6
8	.	.	.	4
=3	=3	=3	=3	=3
16	.	.	.	1
8	1	4	in	6
16	0	.	the	5
8	1	.	cen-	6
8	0	.	-tre	4
16	.	.	.	6
16	0	3	I	5
16	1	.	di-	6
16	0	.	-dn't	3
8	1	.	rent	6
8	0	.	her	5
=4	=4	=4	=4	=4
16	.	.	.	1
8	1	3	sat	6
16	0	.	cha	5
8	1	.	butt	6
16	1	.	in	4
16	0	.	the	6
8	1	.	chair	5
16	1	1	got	6
16	0	.	a	3
8	1	.	splin-	6
8	0	.	-ta	5
=5	=5	=5	=5	=5
16	1	3	back	1
16	0	.	in	6
16	0	.	the	5
8.	1	.	days	6
16	.	.	.	4
16	0	3	a-	6
8	1	.	-mazed	5
16	1	.	by	6
16	0	.	the	3
8	1	.	rap	6
8.	1	.	craze	5
=6	=6	=6	=6	=6
8	1	3	rap	1
16	0	.	to-	6
8	1	.	-day	5
16	.	.	.	6
16	0	3	to	4
16	1	.	me	6
16	0	.	it	5
8	1	.	don't	6
4	1	.	faze	3
=7	=7	=7	=7	=7
8	1	.	me	1
8.	.	.	.	6
16	0	4	I'm	5
16	1	.	not	6
16	0	.	a-	4
16	1	.	-no-	6
16	0	.	-ther	5
8	1	.	M	6
8	1	.	C	3
8	.	.	.	6
=8	=8	=8	=8	=8
16	.	.	.	1
16	0	3	or	6
8	1	.	ang-	5
8	1	.	-ry	6
16	1	1	by	4
16	0	.	the	6
8	1	.	way	5
16	0	.	ya	6
8	1	.	speak	3
16	0	.	to	6
8	1	.	me	5
=9	=9	=9	=9	=9
8	.	.	.	1
16	1	4	jea-	6
16	0	.	-lou-	5
8	1	.	-sy	6
16	0	1	what	4
8	1	.	makes	6
16	0	.	you	5
16	1	.	wa-	6
16	0	.	-nna	3
16	1	.	ba-	6
16	0	.	-ttle	5
8	1	.	me	6
=10	=10	=10	=10	=10
8	.	.	.	1
8	1	3	dope	6
8	1	.	beats	5
16	0	1	what	6
8	1	.	makes	4
16	0	.	you	6
16	1	.	wa-	5
16	0	.	-nna	6
16	1	.	i-	3
16	0	.	-dol	6
8	1	.	me	5
=11	=11	=11	=11	=11
16	.	.	.	1
16	0	3	it	6
8	1	.	ain't	5
16	1	.	nu-	6
16	0	.	-thin'	4
16	0	.	to	6
8	1	.	me	5
16	1	3	or	6
16	0	.	E	3
8	1	.	Z	6
16	0	3	cuz	5
16	1	.	I'm	6
16	0	.	the	4
=12	=12	=12	=12	=12
8	1	.	R	1
16	0	1	the	6
8	1	.	O	5
16	0	1	the	6
8	1	.	B	4
16	.	.	.	6
16	0	3	and	5
8	1	.	he's	6
8	1	.	E	3
8	0	.	Z	6
=13	=13	=13	=13	=13
16	.	.	.	1
16	0	3	I	6
16	1	.	bust	5
16	0	.	a	6
8	1	.	fee	4
16	0	.	where-	6
8	1	.	-e-	5
16	0	.	-ver	6
16	0	.	it	3
8	1	.	be	6
16	0	1	ya	5
8	1	.	see	6
=14	=14	=14	=14	=14
16	.	.	.	1
8	1	3	he	6
16	0	.	or	5
8	1	.	me	6
16	0	3	the	4
8	1	.	E	6
16	0	1	the	5
8	1	.	Z	6
16	0	1	the	3
8	1	.	A	6
16	0	1	the	5
=15	=15	=15	=15	=15
16	1	.	B	1
8	1	3	al-	6
16	0	.	-pha-	5
8	1	.	-bet's	6
8	0	1	from	4
8	1	.	a	6
16	0	.	to	5
8	1	.	Z	6
16	0	1	ya	3
8	1	.	see	6
=16	=16	=16	=16	=16
16	.	.	.	1
16	0	3	I'm	6
8	1	.	not	5
16	1	.	try'-	6
16	0	.	-na	4
16	0	.	con-	6
8	1	.	-fuse	5
16	0	.	your	6
8	1	.	mind	3
16	.	.	.	6
16	0	3	I'm	5
8	1	.	just	6
=17	=17	=17	=17	=17
8	1	.	tryin'	1
16	0	.	to	6
8	1	.	pump	5
8	1	.	this	6
8.	1	.	plain	4
8	0	1	old	6
8	1	.	fresh	5
8	1	.	rhyme	6
=18	=18	=18	=18	=18
16	.	.	.	1
16	0	4	I	6
8	1	.	stay	5
4	1	.	calm	6
8	1	3	rap	4
16	1	.	like	6
16	0	.	a	5
8.	1	.	pro	6
16	.	.	.	3
=19	=19	=19	=19	=19
16	.	.	.	1
16	0	3	I	6
16	1	.	know	5
16	0	.	ya	6
8	1	.	know	4
